id,title,text,source
wiki_34507261,Lists of network protocols,classifications of communication protocols used in computer networks. List of network buses List of network scientists Outline of computing Portals: Internet,Wikipedia
wiki_33094374,Telecommunications,is a worldwide network of computers and computer networks that communicate with each other using the Internet Protocol (IP). Any computer on the Internet,Wikipedia
wiki_38657408,Indicator of compromise,"in computer forensics is an artifact observed on a computer network or within an operating system that, with high confidence, indicates a computer intrusion",Wikipedia
wiki_4764218,Network socket,A network socket is a software structure within a network node of a computer network that serves as an endpoint for sending and receiving data across the,Wikipedia
wiki_1338556,Gateway (telecommunications),multiple networks and can operate at any of the seven layers of the OSI model. The term gateway can also loosely refer to a computer or computer program,Wikipedia
wiki_21469550,Virtual network interface,A virtual network interface (VNI) is an abstract virtualized representation of a computer network interface that may or may not correspond directly to,Wikipedia
wiki_20901,Malware,"intentionally designed to cause disruption or destruction to a computer, server, client, or computer network, leak private information, gain unauthorized access",Wikipedia
wiki_15476,Internet protocol suite,organizing the communication protocols used in the Internet and similar computer networks according to functional criteria. The foundational protocols in the,Wikipedia
wiki_1595155,Network administrator,A network administrator is a designated person in an organization whose responsibility includes maintaining computer infrastructures with emphasis on local,Wikipedia
wiki_41710,Simple Network Management Protocol,more administrative computers called managers have the task of monitoring or managing a group of hosts or devices on a computer network. Each managed system,Wikipedia
wiki_788676,Network service,"In computer networking, a network service is an application running at the network layer and above, that provides data storage, manipulation, presentation",Wikipedia
wiki_41172,Frame (networking),"transmission unit in computer networking and telecommunications. In packet switched systems, a frame is a simple container for a single network packet. In other",Wikipedia
wiki_3509706,Home network,"A home network, or home area network (HAN), is a computer network, specifically a local area network (LAN), that facilitates communication among devices",Wikipedia
wiki_62426,Tier 1 network,"decommissioned, TCP/IP had supplanted or marginalized most other wide-area computer network protocols worldwide. When the Internet was opened to the commercial",Wikipedia
wiki_78768,Proxy server,"In computer networking, a proxy server is an intermediary server application between a client requesting a resource and the server then providing that",Wikipedia
wiki_3151525,Larry Roberts (computer scientist),"the ARPANET, the first wide-area computer network to implement packet switching techniques invented by British computer scientist Donald Davies and American",Wikipedia
wiki_39776,Denial-of-service attack,"misconfigured network devices that allow packets to be sent to all computer hosts on a particular network via the broadcast address of the network, rather than",Wikipedia
wiki_85024,Network layer,"In the seven-layer OSI model of computer networking, the network layer is layer 3. The network layer is responsible for packet forwarding including routing",Wikipedia
wiki_100247,National Science Foundation Network,advanced research and education networking in the United States. The program created several nationwide backbone computer networks in support of these initiatives,Wikipedia
wiki_510114,Base station,"and the wider telephone network. In a computer network, it is a transceiver acting as a switch for computers in the network, possibly connecting them",Wikipedia
wiki_35023931,Outline of computing,high-level block diagram. Computer Computer hardware History of computing hardware Processor design Computer network Computer performance by orders of,Wikipedia
wiki_20407,Multicast,"In computer networking, multicast is a type of group communication where data transmission is addressed to a group of destination computers simultaneously",Wikipedia
wiki_319453,Zero-configuration networking,Zero-configuration networking (zeroconf) is a set of technologies that automatically creates a usable computer network based on the Internet Protocol,Wikipedia
wiki_667970,Client (computing),piece of computer hardware or software that accesses a service made available by a server as part of the client–server model of computer networks. The server,Wikipedia
wiki_63973,Wi-Fi,"radio waves. These are the most widely used computer networks, used globally in home and small office networks to link devices and to provide Internet access",Wikipedia
wiki_14730,IRC,Discussion on Computer Network Conferencing. IETF. p. 10. sec. 5.4.1. doi:10.17487/RFC1324. RFC 1324. &quot;Trees and cycles&quot;. A Discussion on Computer Network Conferencing,Wikipedia
wiki_15067,Internetworking,"practice of interconnecting multiple computer networks. Typically, this enables any pair of hosts in the connected networks to exchange messages irrespective",Wikipedia
wiki_40712897,Dark web,"(overlay networks) that use the Internet, but require specific software, configurations, or authorization to access. Through the dark web, private computer networks",Wikipedia
wiki_297024,Cascading failure,"may happen in many types of systems, including power transmission, computer networking, finance, transportation systems, organisms, the human body, and",Wikipedia
wiki_28207,SMS,"Vodafone GSM network in the United Kingdom on 3 December 1992, from Neil Papworth of Sema Group (now Mavenir Systems) using a personal computer to Richard",Wikipedia
wiki_1663751,Network monitoring,Network monitoring is the use of a system that constantly monitors a computer network for slow or failing components and that notifies the network administrator,Wikipedia
wiki_219558,Network segment,A network segment is a portion of a computer network. The nature and extent of a segment depends on the nature of the network and the device or devices,Wikipedia
wiki_35596153,Information Operations (United States),"described as the integrated employment of electronic warfare (EW), computer network operations (CNO), psychological operations (PSYOP), military deception",Wikipedia
wiki_7667814,Shared resource,"a shared resource, or network share, is a computer resource made available from one host to other hosts on a computer network. It is a device or piece",Wikipedia
wiki_8002258,Network booting,"Network booting, shortened netboot, is the process of booting a computer from a network rather than a local drive. This method of booting can be used",Wikipedia
wiki_2853516,Backbone network,"A backbone network or core network is a part of a computer network which interconnects networks, providing a path for the exchange of information between",Wikipedia
wiki_21775906,Merit Network,"Merit Network, Inc., is a nonprofit member-governed organization providing high-performance computer networking and related services to educational, government",Wikipedia
wiki_79771973,National Computer Network Emergency Response Technical Team/Coordination Center of China,The National Computer Network Emergency Response Technical Team/Coordination Center of China (CNCERT/CC) is the core coordination organization of the cybersecurity,Wikipedia
wiki_41408,Network interface,"Network interface may refer to: Network interface controller, a computer hardware component that connects a computer to a computer network Network interface",Wikipedia
wiki_47817022,URL,the World Wide Web. A URL specifies the location of a resource on a computer network and a mechanism for retrieving it. A URL is a specific type of Uniform,Wikipedia
wiki_51334601,Network Device Interface,"high-definition video to be transmitted, received, and communicated over a computer network with low latency and high quality. This royalty-free specification",Wikipedia
wiki_41831,Telephony,"wires. The term is also used frequently to refer to computer hardware, software, and computer network systems, that perform functions traditionally performed",Wikipedia
wiki_365802,Robert Kahn (computer scientist),"the computers on each network used. To reach this goal, TCP was designed to have the following features: Small sub-sections of the whole network would",Wikipedia
wiki_341598,Cybercrime,"out using digital devices and/or networks. It has been variously defined as &quot;a crime committed on a computer network, especially the Internet&quot;. Cybercriminals",Wikipedia
wiki_675311,Donald Davies,"protocols, hierarchical computer networks and the essence of the end-to-end principle, concepts that are used today in computer networks worldwide. He envisioned",Wikipedia
wiki_28658647,Telex,"limited adoption, although some of the associated standards influenced computer networking protocols such as LDAP. Telex has been largely superseded by fax",Wikipedia
wiki_32566545,Converged network adapter,"A converged network adapter (CNA), also called a converged network interface controller (C-NIC), is a computer input/output device that combines the functionality",Wikipedia
wiki_30725,Thin client,"In computer networking, a thin client (sometimes called a slim client or lean client) is a simple, low-performance computer that has been optimized for",Wikipedia
wiki_47532798,NPL network,"The NPL network, or NPL Data Communications Network, was a local area computer network operated by the National Physical Laboratory (NPL) in London that",Wikipedia
wiki_231284,CAN bus,displaying short descriptions of redirect targets FlexRay – Computer network protocol List of network buses – List of single collision domain electronic communication,Wikipedia
wiki_44087291,Sentry Eagle,"include SIGINT, Computer Network Exploitation (CNE), Information Assurance, Computer Network Defense (CND), Network Warfare, and Computer Network Attack (CNA)",Wikipedia
wiki_41837,Telecommunications link,infrastructure (a radio link) and computer networks to connect two or more points. The term link is widely used in computer networking to refer to the communications,Wikipedia
wiki_735672,Cellular network,A cellular network or mobile network is a telecommunications network where the link to and from end nodes is wireless and the network is distributed over,Wikipedia
wiki_645315,Bus network,Practitioners. Brancepeth Computer Publications. p. 395. ISBN 0-9538848-2-1. ...all stations have equal priority in using the network to transmit. v t e,Wikipedia
wiki_1654304,Online gaming,"Online gaming may refer to: Online game, a game played over a computer network Online gambling, gambling using the Internet Gamble (disambiguation) Game",Wikipedia
wiki_156700,Communication channel,"multiplexed medium such as a radio channel in telecommunications and computer networking. A channel is used for information transfer of, for example, a digital",Wikipedia
wiki_101848,ALOHAnet,"also known as the ALOHA System, or simply ALOHA, was a pioneering computer networking system developed at the University of Hawaiʻi. ALOHAnet became operational",Wikipedia
wiki_611421,Hostname,"In computer networking, a hostname (previously nodename) is a label that is assigned to a device connected to a computer network and that is used to identify",Wikipedia
wiki_55892177,Russian Institute for Public Networks,"Russian institution that operates in two main areas: the development of computer networks for organizations of science and education, Development of basic elements",Wikipedia
wiki_430522,Network congestion,Network congestion in computer networking and queueing theory is the reduced quality of service that occurs when a network node or link is carrying or,Wikipedia
wiki_1446517,Network simulation,"In computer network research, network simulation is a technique whereby a software program replicates the behavior of a real network. This is achieved",Wikipedia
wiki_7216005,Unidirectional network,"combinations of hardware and software running in proxy computers in the source and destination networks. The hardware enforces physical unidirectionality,",Wikipedia
wiki_254150,J. C. R. Licklider,and also as an Internet pioneer with an early vision of a worldwide computer network long before it was built. He did much to initiate this by funding research,Wikipedia
wiki_41406,Network architecture,Network architecture is the design of a computer network. It is a framework for the specification of a network&#039;s physical components and their functional,Wikipedia
wiki_4269641,Encapsulation (networking),Encapsulation is the computer-networking process of concatenating layer-specific headers or trailers with a service data unit (i.e. a payload) for transmitting,Wikipedia
wiki_1197962,Information and communications technology,telephone networks with computer networks through a single cabling or link system. There are large economic incentives to merge the telephone networks with,Wikipedia
wiki_176472,Smurf attack,"spoofed source IP are broadcast to a computer network using an IP broadcast address. Most devices on a network will, by default, respond to this by sending",Wikipedia
wiki_24107,Peer-to-peer,"et al. (eds.). NETWORKING 2005 -- Networking Technologies, Services, and Protocols; Performance of Computer and Communication Networks; Mobile and Wireless",Wikipedia
wiki_41151,File server,"server (or fileserver) is a computer attached to a network that provides a location for shared disk access, i.e. storage of computer files (such as text, image",Wikipedia
wiki_6513,Client–server model,"requesters, called clients. Often clients and servers communicate over a computer network on separate hardware, but both client and server may be on the same",Wikipedia
wiki_1050944,Online game,"either partially or primarily played through the Internet or any other computer network available. Online games are ubiquitous on modern gaming platforms,",Wikipedia
wiki_24860432,Global network,telegraphy Mobile telecommunications Computer networking Communication protocol Network architecture Global network positioning Quantum Internet Telephony,Wikipedia
wiki_54692968,Network eavesdropping,"electronic devices like computers and smartphones. This network attack typically happens under the usage of unsecured networks, such as public wifi connections",Wikipedia
wiki_13028025,Flat network,"A flat network is a computer network design approach that aims to reduce cost, maintenance and administration. Flat networks are designed to reduce the",Wikipedia
wiki_2856792,List of cybercriminals,Convicted computer criminals are people who are caught and convicted of computer crimes such as breaking into computers or computer networks. Computer crime,Wikipedia
wiki_5694182,Decentralized computing,early days of computers. A decentralized computer system has many benefits over a conventional centralized network. Desktop computers have advanced so,Wikipedia
wiki_18950033,BITNET,BITNET was a co-operative university computer network in the United States founded in 1981 by Ira Fuchs at the City University of New York (CUNY) and Greydon,Wikipedia
wiki_1066382,Computer network naming scheme,system for assigning and managing names of objects connected into computer networks. It typically consists of a namespace and processes for assigning,Wikipedia
wiki_1676808,Campus network,"campus network, campus area network, corporate area network or CAN is a computer network made up of an interconnection of local area networks (LANs) within",Wikipedia
wiki_41407,Network engineering,"Network engineering may refer to: Internetworking, service requirements for switched telephone networks Computer network engineering, the design and management",Wikipedia
wiki_16019808,Network block device,userspace program. Network block device servers are typically implemented as a userspace program running on a general-purpose computer. All of the function,Wikipedia
wiki_645676,Flow network,"or sink, which has only incoming flow. A flow network can be used to model traffic in a computer network, circulation with demands, fluids in pipes, currents",Wikipedia
wiki_92171,Webcam,"is a video camera which is designed to record or stream to a computer or computer network. They are primarily used in video telephony, live streaming and",Wikipedia
wiki_1834880,Access Point Name,"is the name of a gateway between a mobile network (GSM, GPRS, 3G, 4G and 5G) and another computer network, frequently the public Internet. A mobile device",Wikipedia
wiki_569755,Localhost,"In computer networking, localhost is a hostname that refers to the current computer used to access it. The name localhost is reserved for loopback purposes",Wikipedia
wiki_468436,Public switched telephone network,"The public switched telephone network (PSTN) is the aggregate of the world&#039;s telephone networks that are operated by national, regional, or local telephony",Wikipedia
wiki_154985,System administrator,"these or with the behavior of network-attached computers. A security administrator is a specialist in computer and network security, including the administration",Wikipedia
wiki_1072853,SIPRNet,The Secret Internet Protocol Router Network (SIPRNet) is &quot;a system of interconnected computer networks used by the U.S. Department of Defense and the U,Wikipedia
wiki_15612827,Bandwidth (computing),"For example, bandwidth tests measure the maximum throughput of a computer network. The maximum rate that can be sustained on a link is limited by the",Wikipedia
wiki_33139,World Wide Web,"(2005). From Diversity to Convergence: British Computer Networks and the Internet, 1970-1995 (PDF) (Computer Science thesis). The University of Warwick.",Wikipedia
wiki_3842768,Network on a chip,"the computer system, and are designed to be modular in the sense of network science. The network on chip is a router-based packet switching network between",Wikipedia
wiki_3016555,IP address management,implemented in computer software for planning and managing the assignment and use of IP addresses and closely related resources of a computer network. It does,Wikipedia
wiki_174761,Timeline of computer viruses and worms,"This timeline of computer viruses and worms presents a chronological timeline of noteworthy computer viruses, computer worms, Trojan horses, similar malware",Wikipedia
wiki_63033632,Protocol Wars,"built computer networks providing data communication, that is the ability to transfer data between points or nodes. As more of these networks emerged",Wikipedia
wiki_36844363,Network partition,"A network partition is a division of a computer network into relatively independent subnets, either by design, to optimize them separately, or due to",Wikipedia
wiki_1048049,Bastion host,"A bastion host is a special-purpose computer on a network specifically designed and configured to withstand attacks, so named by analogy to the bastion",Wikipedia
wiki_601413,Network security policy,"A network security policy (NSP) is a generic document that outlines rules for computer network access, determines how policies are enforced and lays out",Wikipedia
wiki_29419750,Supercomputing in China,"level by the Computer Network Information Center of the Chinese Academy of Sciences, which operates the China National Grid of networked supercomputers",Wikipedia
wiki_20648089,Digital Millennium Copyright Act,"program operates, or is undertaken on a computer, computer system, or computer network on which the computer program operates with the authorization of",Wikipedia
wiki_43734,Network packet,"telecommunications and computer networking, a network packet is a formatted unit of data carried by a packet-switched network. A packet consists of control",Wikipedia
wiki_26173989,Firewall (computing),The first reported type of network firewall is called a packet filter which inspects packets transferred between computers. The firewall maintains an,Wikipedia
wiki_4820337,Computer repair technician,"and updating software packages, and creating and maintaining computer networks. Computer technicians work in a variety of settings, encompassing both",Wikipedia
wiki_1648455,Heterogeneous network,"In computer networking, a heterogeneous network is a network connecting computers and other devices where the operating systems and protocols have significant",Wikipedia
wiki_9738,Email,transmitting and receiving digital messages using electronic devices over a computer network. It was conceived in the late–20th century as the digital version of,Wikipedia
wiki_2928109,Packet loss,"a computer network fail to reach their destination. Packet loss is either caused by errors in data transmission, typically across wireless networks, or",Wikipedia
wiki_77784,Dish Network,"DISH Network LLC, often referred to as Dish, an abbreviation for Digital Sky Highway, formerly EchoStar Communications Corporation and DISH Network Corporation",Wikipedia
wiki_3276921,History of telecommunication,"telephony, pagers, wireless computer networks, cellular networks, the wireless Internet, and laptop and handheld computers with wireless connections. The",Wikipedia
wiki_1760074,CYCLADES,CYCLADES computer network (French pronunciation: [siklad]) was a French research network created in the early 1970s. It was one of the pioneering networks experimenting,Wikipedia
wiki_2704540,Broadcasting (networking),"In computer networking, telecommunication and information theory, broadcasting is a method of transferring a message to all recipients simultaneously",Wikipedia
wiki_2945005,Network-to-network interface,"telecommunications, a network-to-network interface (NNI) is an interface that specifies signaling and management functions between two networks. An NNI circuit",Wikipedia
wiki_521939,Sneakernet,"flash drives or external hard drives between computers, rather than transmitting it over a computer network. Sneakernets enable data transfer through physical",Wikipedia
wiki_14743352,Software incompatibility,"operate satisfactorily together on the same computer, or on different computers linked by a computer network. They may be components or systems which are",Wikipedia
wiki_55795273,Local Computer Networks Conference,The Local Computer Networks Conference (LCN) is an annual international academic conference organized by the IEEE Computer Society. The first LCN was held,Wikipedia
wiki_870094,Distributed data store,"A distributed data store is a computer network where information is stored on more than one node, often in a replicated fashion. It is usually specifically",Wikipedia
wiki_349732,Download,"In computer networks, download means to receive data from a remote system, typically a server such as a web server, an FTP server, an email server, or",Wikipedia
wiki_81325068,Amin Vahdat,"he was a computer science professor at University of California, San Diego and Duke University. His academic work has focused on network architecture",Wikipedia
wiki_30003,Telephone,"possible to digitize voice and transmit it as real-time data across computer networks and the Internet, giving rise to the field of Internet Protocol (IP)",Wikipedia
wiki_1148272,Exponential backoff,"usage in a wide range of systems and processes, with wireless networks and computer networks being particularly notable. An exponential backoff algorithm",Wikipedia
wiki_17084941,Stanford University Network,"The Stanford University Network, also known as SUN, SUNet or SU-Net is the campus computer network for Stanford University. Stanford Research Institute",Wikipedia
wiki_27361576,Glossary of computer hardware terms,"This glossary of computer hardware terms is a list of definitions of terms and concepts related to computer hardware, i.e. the physical and structural",Wikipedia
wiki_99695,ARCNET,Resource Computer NETwork (ARCNET or ARCnet) is a communications protocol for local area networks. ARCNET was the first widely available networking system,Wikipedia
wiki_2041117,Social networking service,"continue beyond in-person interactions. These computer mediated interactions link members of various networks and may help to create, sustain and develop",Wikipedia
wiki_185529,Scalability,"packages. In computing, scalability is a characteristic of computers, networks, algorithms, networking protocols, programs and applications. An example is a",Wikipedia
wiki_59114,Packet analyzer,A packet analyzer (also packet sniffer or network analyzer) is a computer program or computer hardware such as a packet capture appliance that can analyze,Wikipedia
wiki_401135,Nmap,"services on a computer network by sending packets and analyzing the responses. Nmap provides a number of features for probing computer networks, including",Wikipedia
wiki_77934,Kevin Mitnick,"largest cellular telephone and computer companies. Mitnick also intercepted and stole computer passwords, altered computer networks, and broke into and read",Wikipedia
wiki_11271957,Network traffic,Network traffic or data traffic is the amount of data moving across a network at a given point of time. Network data in computer networks is mostly encapsulated,Wikipedia
wiki_5913627,Network access control,"Network access control (NAC) is an approach to computer security that attempts to unify endpoint security technology (such as antivirus, host intrusion",Wikipedia
wiki_300602,Internet access,"facility or service that provides connectivity for a computer, a computer network, or other network device to the Internet, and for individuals or organizations",Wikipedia
wiki_19641,Mass media,"described as &quot;a network of networks&quot;. Specifically, it is the worldwide, publicly accessible network of interconnected computer networks that transmit data",Wikipedia
wiki_40846,Carrier-sense multiple access with collision avoidance,"Carrier-sense multiple access with collision avoidance (CSMA/CA) in computer networking, is a link layer multiple access method in which carrier sensing",Wikipedia
wiki_20556944,Tor (network),Tor is a free overlay network for enabling anonymous communication. It is built on free and open-source software run by over seven thousand volunteer-operated,Wikipedia
wiki_4443293,Computer Networks: The Heralds of Resource Sharing,"Computer Networks: The Heralds of Resource Sharing is a short documentary film from 1972, produced by Steven King and directed/edited by Peter Chvany",Wikipedia
wiki_796240,Failover,"Failover is switching to a redundant or standby computer server, system, hardware component or network upon the failure or abnormal termination of the",Wikipedia
wiki_51538,Category 5 cable,"Category 5 cable (Cat 5) is a twisted pair cable for computer networks. Since 2001, the variant commonly in use is the Category 5e specification (Cat 5e)",Wikipedia
wiki_24504672,IPv6 address,is used to identify and locate a network interface of a computer or a network node participating in a computer network using IPv6. IP addresses are included,Wikipedia
wiki_641227,Multihoming,a computer network to more than one network. This can be done in order to increase reliability or performance. A typical host or end-user network is,Wikipedia
wiki_766409,Network theory,"In mathematics, computer science, and network science, network theory is a part of graph theory. It defines networks as graphs where the vertices or edges",Wikipedia
wiki_1565156,Wireless network interface controller,"a computer network. A WNIC, just like other network interface controllers (NICs), works on the layers 1 and 2 of the OSI model. A wireless network interface",Wikipedia
wiki_179485,DMZ (computing),"In computer security, a DMZ or demilitarized zone (sometimes referred to as a perimeter network or screened subnet) is a physical or logical subnetwork",Wikipedia
wiki_22653506,Computer Networks Laboratory,The Computer Networks Laboratory was formed in 1995 as a result of the solution of research tasks and pilot projects in cooperation with the industry,Wikipedia
wiki_50374425,Network Investigative Technique,Network Investigative Technique (NIT) is a form of malware (or hacking) employed by the FBI since at least 2002. It is a drive-by download computer program,Wikipedia
wiki_55951,Instant messaging,"messages between two or more parties over the Internet or another computer network. Originally involving simple text message exchanges, modern instant",Wikipedia
wiki_1704711,Complex network,"findings of real-world networks such as computer networks, biological networks, technological networks, brain networks, and social networks. Most social, biological",Wikipedia
wiki_936768,Ping,"web services Ping (networking utility), a computer network monitoring tool Ping (video games), the network latency between computers used in online gaming",Wikipedia
wiki_361950,Network Control Protocol (ARPANET),The Network Control Protocol (NCP) was a communication protocol for a computer network in the 1970s and early 1980s. It provided the transport layer of,Wikipedia
wiki_8485448,Integrated modular avionics,Integrated modular avionics (IMA) are real-time computer network airborne systems. This network consists of a number of computing modules capable of supporting,Wikipedia
wiki_37772136,Aerohive Networks,"Aerohive Networks, Inc. was an American multinational computer networking equipment company headquartered in Milpitas, California, with 17 additional offices",Wikipedia
wiki_2166952,"Authentication, authorization, and accounting","accounting (AAA) is a framework used to control and track access within a computer network. Authentication is concerned with proving identity, authorization with",Wikipedia
wiki_40994,Datagram,were stored and forwarded in computer nodes of a highly redundant meshed computer network. Baran wrote: &quot;The network user who has called up a virtual,Wikipedia
wiki_65073375,Zero trust architecture,"not be trusted by default, even if they are connected to a privileged network such as a corporate LAN and even if they were previously verified. The",Wikipedia
wiki_787850,Two-phase commit protocol,"In transaction processing, databases, and computer networking, the two-phase commit protocol (2PC, tupac) is a type of atomic commitment protocol (ACP)",Wikipedia
wiki_1025398,Sony Interactive Entertainment,"series, was acquired by Sony Computer Entertainment as part of Worldwide Studios. In March 2006, Sony announced the online network for its forthcoming PlayStation",Wikipedia
wiki_44384,TLS,"to: Transport Layer Security, a cryptographic protocol for secure computer network communication Thread level speculation, an optimisation on multiprocessor",Wikipedia
wiki_66542,Beowulf cluster,"Beowulf cluster is a computer cluster of normally identical, commodity-grade computers networked into a small local area network with libraries and programs",Wikipedia
wiki_464164,Leonard Kleinrock,"contributions to the field of computer science, in particular to the mathematical foundations of data communication in computer networking. He has received numerous",Wikipedia
wiki_26346,Remote procedure call,"space of the current process (commonly on another computer on a shared computer network), which is written as if it were a normal (local) procedure call, without",Wikipedia
wiki_50807669,Barefoot Networks,"Barefoot Networks is a computer networking company headquartered in Santa Clara, California. The company designs and produces programmable network switch",Wikipedia
wiki_2804187,Tier 2 network,"A Tier 2 network is an Internet service provider which engages in the practice of peering with other networks, but which also purchases IP transit to reach",Wikipedia
wiki_1315169,Non-broadcast multiple-access network,"multiple access network (NBMA) is a computer network to which multiple hosts are attached, but data is transmitted only directly from one computer to another",Wikipedia
wiki_10145584,Network delay,Network delay is a design and performance characteristic of a telecommunications network. It specifies the latency for a bit of data to travel across the,Wikipedia
wiki_924298,Measuring network throughput,"5th Edition Comer, D. E. (2008). Computer Networks and Internets 5th Edition Comer, D. E. (2008). Computer Networks and Internets 5th Edition Cisco System",Wikipedia
wiki_1498600,Leonard Bosack,"electronics, networking and communications technology, and services. His net worth is approximately $200 million. He was awarded the Computer Entrepreneur",Wikipedia
wiki_8774050,Telecommunications engineering,"many networks that connect these devices, including computer networks, public switched telephone network (PSTN),[citation needed] radio networks, and",Wikipedia
wiki_46945828,Xbox Underground,"international hacker group responsible for gaining unauthorized access to the computer network of Microsoft and its development partners, including Activision, Epic",Wikipedia
wiki_7991195,Defense in depth (computing),"defense in depth aims to ensure network security via a second-line of defence. For example, if an attacker penetrates a computer system at a given OSI layer",Wikipedia
wiki_16323949,History of online games,"games played over a computer network. The evolution of these games parallels the evolution of computers and computer networking, with new technologies",Wikipedia
wiki_151800,List of mobile network operators,mobile phone network operators measured by number of subscriptions. This is a list of the world&#039;s five largest satellite phone network operators measured,Wikipedia
wiki_224034,Tarpit (networking),Liston developed a network tarpitting program LaBrea. It could use a single computer to operate a tarpit on all unused addresses in a network. One of the possible,Wikipedia
wiki_7320490,Collision (disambiguation),"involving one or more trains Hash collision, a computer science term Collision (telecommunications), or network collision Collision (novel), a 2008 thriller",Wikipedia
wiki_23882,Protocol stack,The protocol stack or network stack is an implementation of a computer networking protocol suite or protocol family. Some of these terms are used interchangeably,Wikipedia
wiki_72719763,List of mergers and acquisitions by Intel,"1991. ProQuest 398229402. &quot;Intel Corp.: Firm Acquires Shany Computers Assets&#039; Computer Network Division&quot;. Intel SEC Filling. Intel news: B5. October 14,",Wikipedia
wiki_1214904,NASK,"(English: Research and Academic Computer Network), abbreviated NASK, is a Polish research and development organisation, data networks operator, and internet domain",Wikipedia
wiki_41591,Protocol data unit,a single unit of information transmitted among peer entities of a computer network. It is composed of protocol-specific control information and user data,Wikipedia
wiki_12600,Grid network,"A grid network is a computer network consisting of a number of computer systems connected in a grid topology. In a regular grid topology, each node in",Wikipedia
wiki_1013902,.ro,Institute for R&amp;D in Informatics (ICI) Archived 2018-12-26 at the Wayback Machine Romanian National R&amp;D Computer Network (RNC - ICI project) v t e v t e,Wikipedia
wiki_18994196,Computer virus,"A computer virus is a type of malware that, when executed, replicates itself by modifying other computer programs and inserting its own code into those",Wikipedia
wiki_238042,End-to-end principle,The end-to-end (E2E) principle is a design principle in computer networking that requires application-specific features (such as reliability and security),Wikipedia
wiki_2587343,NetworkManager,"the configuration of the network interfaces to simplify the use of computer networks on Linux distributions. To connect computers with each other, various",Wikipedia
wiki_60775433,SATNET,"Technologies under the direction of ARPA. The first heterogeneous computer network was implemented in 1973, connecting the ARPANET to University College",Wikipedia
wiki_24711058,Relay network,"node(s) to relay. A relay network is a type of network used to send information between two devices, for e.g. server and computer, that are too far away",Wikipedia
wiki_50414407,Distributed ledger,"peer-to-peer (P2P) computer network and consensus algorithms so that the ledger is reliably replicated across distributed computer nodes (servers, clients",Wikipedia
wiki_21294879,Networking cable,Networking cable is a piece of networking hardware used to connect one network device to other network devices or to connect two or more computers to share,Wikipedia
wiki_1462640,Network complexity,"Network complexity is the number of nodes and alternative paths that exist within a computer network, as well as the variety of communication media, communications",Wikipedia
wiki_8637261,"Communications, Computers, and Networks","The Scientific American special issue on Communications, Computers, and Networks is a special issue of Scientific American dedicated to articles concerning",Wikipedia
wiki_956071,Windows domain,"A Windows domain is a form of a computer network in which all user accounts, computers, printers and other security principals, are registered with a central",Wikipedia
wiki_41410,Network management,"Network management is the process of administering and managing computer networks. Services provided by this discipline include fault analysis, performance",Wikipedia
wiki_43124569,Network domain,A network domain is an administrative grouping of multiple private computer networks or local hosts within the same infrastructure. Domains can be identified,Wikipedia
wiki_6921567,Hardware,"on digital signals Computer hardware, physical parts of a computer Networking hardware, devices that enable use of a computer network Electronic component",Wikipedia
wiki_2312875,Direct-attached storage,"storage directly attached to the computer accessing it, as opposed to storage accessed over a computer network (i.e. network-attached storage). DAS consists",Wikipedia
wiki_3807060,Supplicant (computer),"In computer networking, a supplicant is an entity at one end of a point-to-point LAN segment that seeks to be authenticated by an authenticator attached",Wikipedia
wiki_17885119,List of Internet pioneers,cited. Davies and Kahn are featured in the 1972 documentary film Computer Networks: The Heralds of Resource Sharing along with several early pioneers,Wikipedia
wiki_33743088,Network diagram software,"generate computer network diagrams. Broadly, there are four types of tools that help create network maps and diagrams: Hybrid tools Network Mapping tools",Wikipedia
wiki_12840543,Internet in the United Kingdom,"implementation of packet switching and associated communication protocols and computer network design at the National Physical Laboratory starting in 1965, which",Wikipedia
wiki_33958,Wake-on-LAN,Ethernet or Token Ring computer networking standard that allows a computer to be turned on or awakened from sleep mode by a network message. The message,Wikipedia
wiki_2304466,NAT traversal,Network address translator traversal is a computer networking technique of establishing and maintaining Internet Protocol connections across gateways,Wikipedia
wiki_35503,3Com,"was an American digital electronics manufacturer best known for its computer network products. The company was co-founded in 1979 by Robert Metcalfe, Howard",Wikipedia
wiki_458986,Daemon (computing),"systems. A daemon that connects to a computer network is a network service. After the term was adopted for computer use, it was incorrectly rationalized",Wikipedia
wiki_22747,OSI model,the emergence of the diverse computer networking methods that were competing for application in the large national networking efforts in the world (see OSI,Wikipedia
wiki_390335,List of computer term etymologies,"origins of computer-related terms or terms used in the computing world (i.e., a list of computer term etymologies). It relates to both computer hardware",Wikipedia
wiki_2475190,Pcap,"In the field of computer network administration, pcap is an application programming interface (API) for capturing network traffic. While the name is an",Wikipedia
wiki_241896,Bonjour (software),"locates devices such as printers, other computers, and the services that those devices offer on a local network using multicast Domain Name System (mDNS)",Wikipedia
wiki_2290843,Interface Message Processor,The concept of an interface computer for computer networking was first proposed in 1966 by Donald Davies for the NPL network in England and implemented,Wikipedia
wiki_1090256,Trespass to chattels,"narrowed its scope. As trespass to chattels is extended further to computer networks, some fear that plaintiffs are using this cause of action to quash",Wikipedia
wiki_1702553,Wireless router,"Internet or a private computer network. Depending on the manufacturer and model, it can function in a wired local area network, in a wireless-only LAN",Wikipedia
